Instrument Code 1,Customer_No,고객이름,장비명,시리얼넘버,지역,시/도,주소,고객설치일,워런티종료일,옵타입종료일,사용년,옵션
6030,528780,건국대학교병원,OPMI PICO,6627510904,서울,광진구,능동로 120-1 (화양동),12/30/2019,12/30/2020,,5.5,None
6217,1992625,삼성밝은안과,OPMI Lumera 700,6634146983,경기,남양주시,"다산순환로 350, 604-607호(다산동, KB골든타워)",12/30/2019,1/31/2021,,5.4,None
9206,1102702,제니스안과의원,IOLMaster 500,1053201,대구,수성구,"달구벌대로 2435, 두산위브더제니스 3층 (범어동 179)",12/30/2019,12/30/2020,,5.4,None
9603,1036972,연세우리안과,CLARUS 500,CL500-51644,서울,노원구,"동일로203가길 29, 207호 208호 209호 210호 211호 212호 (중계동)",12/30/2019,12/30/2020,2/21/2028,5.4,None
6030,2004095,새이치과의원,OPMI PICO,6627510983,부산,남구,"석포로 76, 4층",12/26/2019,12/26/2020,,5.4,None
6030,528459,(학)가톨릭학원가톨릭대학교  성빈센트병원,OPMI PICO,6627511006,경기,수원시,중부대로 93(지동),12/26/2019,12/26/2020,,5.4,None
6033,2004093,서울좋은치과의원,EXTARO 300 Dental,6033201513,충북,청주시,"대신로 132, 청주산업단지 비즈니스센터",12/26/2019,12/26/2020,,5.4,None
6216,787847,서면ABC안과,OPMI Lumera i,6633126832,부산,부산진구,부전동 485-26,12/26/2019,12/26/2020,7/31/2026,5.4,None
8524,963314,BS 삼성안과,HFA3  830,830-16529,부산,중구,"구덕로 90, 서라벌빌딩",12/26/2019,1/28/2021,,5.4,None
8525,807199,수안과의원,HFA3  840,840-18781,제주,제주시,"중앙로 286, 3층(이도이동)",12/26/2019,12/26/2020,12/24/2026,5.4,None
8709,787847,서면ABC안과,Cirrus 500,500-34680,부산,부산진구,부전동 485-26,12/26/2019,12/26/2020,7/31/2026,5.4,None
9017,2008543,온누리안과병원,115 SL Classic,1202897,전북,전주시,백제대로 325(중화산동2가),12/26/2019,12/26/2020,9/30/2025,4.7,None
9208,2008543,온누리안과병원,IOLMaster 700,1220835,전북,전주시,백제대로 325(중화산동2가),12/26/2019,12/26/2020,9/30/2025,5.4,None
9208,789574,눈초롱안과의원,IOLMaster 700,1220876,부산,서구,"구덕로 109, 메디컬빌딩 5층",12/26/2019,12/26/2020,,5.4,None
6030,2003570,에이엠치과,OPMI PICO,6627510974,대구,수성구,"달구벌대로 2331, 6층 (수성동4가)",12/25/2019,1/26/2021,,5.4,None
6222,528979,부산광역시 의료원,OPMI Pentero 800,6641720974,부산,연제구,월드컵대로 359(거제동),12/25/2019,12/25/2020,12/25/2022,5.4,None
8524,905182,연세안과의원,HFA3  830,830-16288,제주,서귀포시,일주동로 8675(서귀동),12/25/2019,12/25/2020,,5.4,None
9603,789574,눈초롱안과의원,CLARUS 500,CL500-51719,부산,서구,"구덕로 109, 메디컬빌딩 5층",12/25/2019,12/25/2020,,5.4,None
9503,657860,지에스(GS)안과,VisuMax,1221050,서울,강남구,"역삼동 825, 8층",12/23/2019,12/23/2020,9/30/2025,5.4,None
6022,2013798,일산차병원,Colposcope 150 FC,6022104066,경기,고양시,중앙로 1205,12/22/2019,1/24/2021,,5.2,None
6217,1997039,문수정안과,OPMI Lumera 700,6634146867,전북,전주시,"쑥고개로 319, 3층 401호 (효자동2가)",12/22/2019,12/22/2020,,5.4,None
8523,1010674,바른안과의원,Matrix 800,50000001264,경기,김포시,"김포한강8로 378, 웅신프라자 6층 604-605호 (구래동)",12/22/2019,12/22/2020,,5.4,None
8524,1997039,문수정안과,HFA3  830,830-16546,전북,전주시,"쑥고개로 319, 3층 401호 (효자동2가)",12/22/2019,1/22/2020,,5.4,None
8708,1997039,문수정안과,Cirrus 5000,5000-21695,전북,전주시,"쑥고개로 319, 3층 401호 (효자동2가)",12/22/2019,12/22/2020,,5.4,Angio
9206,919133,영광안과의원,IOLMaster 500,1218305,전남,영광군,"영광읍 신남로 168, 301호",12/22/2019,12/22/2020,12/17/2024,5.4,None
8708,1960289,서울신세계안과의원,Cirrus 5000,5000-21916,경기,의정부시,"태평로73번길 55, B1 3 4 층 (의정부동)",12/19/2019,1/20/2021,7/31/2025,2.9,None
8708,893290,굿모닝백이안과의원,Cirrus 5000,5000-21769,부산,부산진구,중앙대로 724(부전동 하나금융프라자3 6 7 8층),12/19/2019,12/19/2020,,5.4,Angio
9137,912632,신세계안과의원,Visulas YAG III,1221288,광주,서구,죽봉대로 92(광천동),12/19/2019,12/19/2020,12/31/2025,5.4,None
9206,2002006,서울안과,IOLMaster 500,1220715,인천,남동구,"백범로 322, 메디칼센터",12/19/2019,12/19/2020,,5.4,None
9208,878126,EG임안과,IOLMaster 700,1220809,충남,아산시,온천동 300-24(충무로22 306호),12/19/2019,12/19/2020,,5.4,None
6030,108544,주식회사 현대케피코,OPMI PICO,6030130641,경기,군포시,고산로 102(당정동),12/18/2019,12/18/2020,,5.4,None
6030,108544,주식회사 현대케피코,OPMI PICO,6030130644,경기,군포시,고산로 102(당정동),12/18/2019,12/18/2020,,5.4,None
6216,2001504,불광서울안과의원,OPMI Lumera i,6633126825,서울,은평구,통일로 715,12/18/2019,12/18/2020,,5.4,None
9208,528875,국군대전병원,IOLMaster 700,1220821,대전,유성구,자운로 90(자운동 100-1 사서함 78-504호),12/18/2019,12/18/2020,12/18/2022,5.4,None
9603,955500,정근안과병원,CLARUS 500,CL500-51706,부산,부산진구,"가야대로 767, 4층 (부전동)",12/18/2019,12/18/2020,,5.4,None
6222,529057,서울대학교병원,OPMI Pentero 800,6641720967,서울,종로구,대학로 101(연건동),12/17/2019,12/17/2020,6/17/2022,5.4,None
8524,789574,눈초롱안과의원,HFA3  830,830-16527,부산,서구,"구덕로 109, 메디컬빌딩 5층",12/17/2019,12/17/2020,,5.4,None
9137,796217,예일안과의원,Visulas YAG III,1218576,경남,창원시,"3·15대로 659, 3층",12/17/2019,12/17/2020,7/31/2024,5.4,None
6030,528675,한양대학교구리병원,OPMI PICO,6627510929,경기,구리시,경춘로 153(교문동),12/16/2019,12/16/2020,,5.4,None
8709,528896,인천광역시의료원,Cirrus 500,500-34586,인천,동구,방축로 217(송림동),12/16/2019,1/17/2021,12/16/2023,5.4,None
8525,950135,삼성안과,HFA3  840,840-18820,경기,군포시,"산본로323번길 15, 304~307호 (산본동)",12/15/2019,1/16/2021,,5.3,None
8708,963314,BS 삼성안과,Cirrus 5000,5000-7833,부산,중구,"구덕로 90, 서라벌빌딩",12/12/2019,12/12/2020,,5.5,None
9137,859714,당진밝은안과의원,Visulas YAG III,1221272,충남,당진시,당진중앙2로 103-8 진원스타타워,12/12/2019,12/12/2020,8/18/2026,5.5,None
8524,624652,맑은눈안과,HFA3  830,830-16534,경남,창원시,"충장로 361, 301호",12/11/2019,12/11/2020,,5.5,None
8524,776673,난초꽃피다 왜관안과,HFA3  830,830-16293,경북,칠곡군,왜관읍 왜관리 220-20,12/11/2019,12/11/2020,,5.5,None
8524,958134,드림아이안과,HFA3  830,830-16381,강원,춘천시,"방송길 98, 3층 (온의동)",12/11/2019,12/11/2020,,5.5,None
9603,838427,누네빛안과의원,CLARUS 500,CL500-51679,부산,부산진구,"부전로 77, 7~13층(부전동)",12/11/2019,12/11/2020,3/9/2027,5.5,None
9503,980257,문안과의원,VisuMax,1220089,경기,수원시,정조로 762 (팔달로3가),12/10/2019,12/10/2020,12/31/2025,5.4,None
9208,1040709,서안과의원,IOLMaster 700,1219978,충남,논산시,해월로168번길 2(반월동),12/9/2019,12/9/2020,,5.5,None
9208,1931229,한국보훈복지의료공단 인천보훈병원,IOLMaster 700,1219941,인천,미추홀구,"인주대로 138(용현동, 인천보훈병원)",12/9/2019,12/9/2020,12/9/2022,5.5,None
9315,1030429,우리안과의원,VISUCAM 224  (2119-2,1217620,강원,원주시,"시청로 31, 2~5층(무실동)",12/9/2019,1/10/2021,2/14/2029,5.1,None
8709,800389,현탑안과,Cirrus 500,500-33966,경기,용인시,"죽전로 2, 현타워205,206,207호",12/8/2019,12/8/2020,2/28/2026,5.5,None
9503,1960289,서울신세계안과의원,VisuMax,1220085,경기,의정부시,"태평로73번길 55, B1 3 4 층 (의정부동)",12/8/2019,12/8/2020,12/31/2025,5.5,None
9208,528984,부산대학교병원,IOLMaster 700,1218234,부산,서구,"구덕로 179(아미동1가,부산대학교병원)",12/5/2019,1/7/2021,12/5/2022,5.5,None
9208,1998477,삼성하나안과,IOLMaster 700,1219942,경기,남양주시,"진접읍 장현리 350-1, 우경메디프라자 702",12/3/2019,12/3/2020,,5.5,None
9017,657860,지에스(GS)안과,115 SL Classic,1210946,서울,강남구,"역삼동 825, 8층",12/2/2019,12/2/2020,,5.5,None
6033,528788,고신대학교복음병원,EXTARO 300 Dental,6033201384,부산,서구,감천로 262(암남동),12/1/2019,12/1/2020,,5.5,None
8524,544373,신세계안과의원,HFA3  830,830-16560,울산,남구,삼산로 285(삼산동),12/1/2019,12/1/2020,8/12/2025,5.5,None
6030,,,OPMI PICO,6627510736,,,,11/28/2019,11/28/2020,,5.5,None
6030,,,OPMI PICO,6627510737,,,,11/28/2019,11/28/2020,,5.5,None
8526,528399,아주대학교의료원,HFA3  850,850-15712,경기,수원시,"월드컵로 164(원천동, 아주대병원)",11/28/2019,11/28/2020,11/28/2022,5.5,None
9315,528399,아주대학교의료원,VISUCAM 224  (2119-2,1217622,경기,수원시,"월드컵로 164(원천동, 아주대병원)",11/28/2019,11/28/2020,11/28/2022,5.3,None
8524,852588,연세한빛안과,HFA3  830,830-16544,경기,남양주시,진접읍 장현로 77,11/27/2019,11/27/2020,,5.5,None
9208,1108778,수원이안과,IOLMaster 700,1219936,경기,수원시,정조로 806(팔달로1가),11/27/2019,11/27/2020,,5.5,None
6206,528579,계명대학교 동산의료원,OPMI VARIO,6629323243,대구,달서구,달구벌대로 1035(신당동),11/26/2019,11/26/2020,11/26/2022,5.5,None
6216,688919,서울밝은세상안과의원,OPMI Lumera i,6633126757,서울,강남구,"선릉로 823, 한양타운2층",11/26/2019,12/28/2020,5/8/2026,5.5,None
8711,528564,동아대학교의료원,PLEX Elite 9000,PE9000-0202,부산,서구,대신공원로 26(동대신동3가),11/21/2019,11/21/2020,11/28/2022,5.5,None
6022,956587,의료법인 정화의료재단,Colposcope 150 FC,6022104094,부산,동구,좌천동 682-1,11/20/2019,11/20/2020,,5.5,None
6216,671073,예본안과의원,OPMI Lumera i,6633126767,서울,종로구,"종로78, 2층 210호 (종로2가, 미려빌딩)",11/20/2019,11/20/2020,11/30/2027,5.5,None
9603,1996766,베스트안과의원,CLARUS 500,CL500-51667,광주,남구,"대남대로 301, 3층(월산동)",11/20/2019,11/10/2020,7/20/2027,5.5,None
6022,1998289,메디라인메디칼,Colposcope 150 FC,6022104098,서울,동대문구,"제기동 149-8, 두원빌딩 4층",11/19/2019,11/19/2020,11/19/2021,5.5,None
6022,1998289,메디라인메디칼,Colposcope 150 FC,6022104099,서울,동대문구,"제기동 149-8, 두원빌딩 4층",11/19/2019,11/19/2020,11/19/2021,5.5,None
6215,688920,밝은세상안과,OPMI Lumera / OPMI L,6629185332,부산,부산진구,"부전동 257-3, 아이온시티8~11층",11/19/2019,12/21/2020,,5.5,None
6216,1998289,메디라인메디칼,OPMI Lumera i,6633126751,서울,동대문구,"제기동 149-8, 두원빌딩 4층",11/19/2019,11/19/2020,11/19/2021,5.5,None
6216,1996646,혜안서울안과의원,OPMI Lumera i,6633126765,서울,강남구,"테헤란로 528, 4,9층",11/18/2019,11/18/2020,,5.5,None
6223,529061,연세대학교 의과대학 강남세브란스병원,KINEVO 900,6640122388,서울,강남구,언주로 211(도곡동),11/18/2019,11/18/2020,11/18/2022,5.5,None
8524,1996646,혜안서울안과의원,HFA3  830,830-16471,서울,강남구,"테헤란로 528, 4,9층",11/18/2019,11/18/2020,,5.5,None
8709,1996646,혜안서울안과의원,Cirrus 500,500-34516,서울,강남구,"테헤란로 528, 4,9층",11/18/2019,11/18/2020,,5.5,None
9208,1996646,혜안서울안과의원,IOLMaster 700,1197309,서울,강남구,"테헤란로 528, 4,9층",11/18/2019,11/18/2020,,5.5,None
6030,577890,가톨릭학원 가톨릭중앙의료원,OPMI PICO,6627510824,서울,서초구,반포동 505,11/14/2019,11/14/2020,,5.5,None
8524,1036454,사랑안과의원,HFA3  830,830-16458,경기,부천시,"부천로90번길 8, 7층 (원미동)",11/14/2019,11/14/2020,,5.5,None
8524,1997859,이안과의원,HFA3  830,830-16481,경남,거제시,고현동 961-29,11/14/2019,11/14/2020,,5.5,None
8527,528898,서울특별시 서울의료원,HFA3  860,860-17977,서울,중랑구,신내로 156(신내동),11/14/2019,11/14/2020,11/14/2021,5.5,None
8708,614824,리지안(구)분당밝은안과의원,Cirrus 5000,5000-8093,경기,성남시,돌마로 68(구미동 분당프라자301 301-1 302호),11/14/2019,11/14/2020,,5.5,Angio
8709,888889,제일연세안과,Cirrus 500,500-34590,경기,수원시,"정조로 775, 202호(팔달로3가)",11/14/2019,11/14/2020,,5.5,None
9206,1997859,이안과의원,IOLMaster 500,1219806,경남,거제시,고현동 961-29,11/14/2019,11/14/2020,,5.5,None
8521,528948,대구파티마병원,FDT 710,710-3052620,대구,동구,아양로 99(신암동),11/13/2019,11/13/2020,,5.5,None
9315,2020003,그랜드우리안과,VISUCAM 224  (2119-2,1217618,강원,춘천시,"중앙로 68, 2층",11/13/2019,11/13/2020,8/31/2028,5.5,None
8524,952713,밝은미래안과,HFA3  830,830-16450,경남,창원시,"상남로 122, 롯데메디칼 5층",11/12/2019,11/12/2020,,5.5,None
8523,2002415,민들레제일안과,Matrix 800,50000004054,대전,중구,"계백로 1715, 5층 1호 (오류동)",11/11/2019,11/11/2020,,5.5,None
8524,2002415,민들레제일안과,HFA3  830,830-16470,대전,중구,"계백로 1715, 5층 1호 (오류동)",11/11/2019,11/11/2020,,5.5,None
8708,529227,(의법)건양의료재단,Cirrus 5000,5000-21627,서울,영등포구,영신로 136(영등포동4가),11/11/2019,11/11/2020,11/11/2021,5.5,Angio
9503,991337,강남서울밝은안과,VisuMax,1217621,서울,강남구,"강남대로 390, 18층 (역삼동)",11/10/2019,11/10/2020,12/31/2025,5.5,None
6216,759975,이노안과의원,OPMI Lumera i,6633126722,대구,달서구,"월곡로 260, 5층",11/7/2019,11/7/2020,,5.6,None
9507,1996768,서면좋은사람안과의원,MEL 90,1213978,부산,부산진구,"서면문화로 10, 15층 16층 (부전동 영광도서빌딩)",11/7/2019,11/7/2020,12/31/2025,5.5,None
8708,958134,드림아이안과,Cirrus 5000,5000-21479,강원,춘천시,"방송길 98, 3층 (온의동)",11/6/2019,11/6/2020,,5.5,Angio
9208,562204,건국대학교,IOLMaster 700,1218228,서울,광진구,"능동로 120(화양동, 건국대학교)",11/6/2019,12/7/2020,11/7/2022,5.6,None
9208,813588,누네안과병원,IOLMaster 700,1218229,대구,중구,"달구벌대로 2179, 2~7층(삼덕동2가, 눈빌딩)",11/6/2019,12/7/2020,8/20/2026,5.6,None
9208,963314,BS 삼성안과,IOLMaster 700,1215639,부산,중구,"구덕로 90, 서라벌빌딩",11/5/2019,11/5/2020,,5.6,None
8525,1961442,에스앤유청안과,HFA3  840,840-18373,서울,관악구,"관악로 195, 2층 201~208호 (봉천동 관악위버폴리스)",10/31/2019,10/31/2020,9/28/2025,5.6,None
6225,1980603,영주적십자병원,TIVATO 700,6643102045,경북,영주시,대학로 327(가흥동),10/30/2019,10/30/2021,9/30/2021,5.6,None
8524,1988349,센트럴안과의원,HFA3  830,830-16446,서울,금천구,시흥대로 211,10/30/2019,10/30/2020,,5.6,None
6216,1996768,서면좋은사람안과의원,OPMI Lumera i,6633126728,부산,부산진구,"서면문화로 10, 15층 16층 (부전동 영광도서빌딩)",10/29/2019,10/29/2020,,5.6,None
6223,528730,전북대학교병원,KINEVO 900,6640122386,전북,전주시,금암동 634-18,10/29/2019,11/30/2020,10/30/2022,5.6,None
8524,1996768,서면좋은사람안과의원,HFA3  830,830-16487,부산,부산진구,"서면문화로 10, 15층 16층 (부전동 영광도서빌딩)",10/29/2019,10/29/2020,,5.6,None
9208,1996768,서면좋은사람안과의원,IOLMaster 700,1218233,부산,부산진구,"서면문화로 10, 15층 16층 (부전동 영광도서빌딩)",10/29/2019,10/29/2020,,5.6,None
8524,1040709,서안과의원,HFA3  830,830-16457,충남,논산시,해월로168번길 2(반월동),10/24/2019,10/24/2020,,5.6,None
9206,1996068,현대안과,IOLMaster 500,1218300,대구,북구,학정로 421(동천동 일도프라자 3층302호),10/24/2019,10/24/2020,,5.6,None
8709,708442,이용길안과의원,Cirrus 500,500-34500,경남,김해시,"능동로 153, 201",10/23/2019,10/23/2020,,5.6,None
6225,,,TIVATO 700,6643101906,,,,10/21/2019,11/21/2020,,5.6,None
8524,685043,예빛안과,HFA3  830,830-16453,경기,고양시,"화정동 972, 영프라자 414 410호",10/21/2019,10/21/2020,,5.6,None
8709,685043,예빛안과,Cirrus 500,500-34498,경기,고양시,"화정동 972, 영프라자 414 410호",10/21/2019,10/21/2020,,5.6,None
9208,829092,누네안과병원,IOLMaster 700,1218184,서울,강남구,"테헤란로 408, 11층~19층 (대치동 대치빌딩)",10/21/2019,10/21/2020,7/31/2027,5.6,None
8524,1001874,보라안과의원,HFA3  830,830-16467,광주,광산구,임방울대로 780(월계동 3층),10/20/2019,10/20/2020,,5.6,None
8709,1001874,보라안과의원,Cirrus 500,500-34506,광주,광산구,임방울대로 780(월계동 3층),10/20/2019,10/20/2020,,5.6,None
6216,912632,신세계안과의원,OPMI Lumera i,6633126718,광주,서구,죽봉대로 92(광천동),10/16/2019,10/16/2020,12/31/2025,5.6,None
8521,999193,센트럴안과의원,FDT 710,710-3052621,대구,동구,"동부로22길 2, 5층501 502호 (신천동 서한코보스카운티)",10/16/2019,10/16/2020,,5.6,None
8524,852587,예성정안과,HFA3  830,830-16466,서울,강동구,"올림픽로 779 대동빌딩 2,3층",10/16/2019,10/16/2020,,5.6,None
6223,529185,영남대학교의료원,KINEVO 900,6640122375,대구,남구,현충로 170,10/14/2019,10/14/2020,10/14/2022,5.6,None
9208,663828,서울안과,IOLMaster 700,1218200,충남,공주시,"산성동 180-18, 하나로크리닉4층",10/13/2019,10/13/2020,,5.6,None
6217,829092,누네안과병원,OPMI Lumera 700,6634145300,서울,강남구,"테헤란로 408, 11층~19층 (대치동 대치빌딩)",10/10/2019,10/10/2020,7/31/2027,5.6,None
8709,789590,참안과의원,Cirrus 500,500-34507,부산,연제구,"중앙대로 1107, 2 3층 (연산동)",10/10/2019,10/10/2020,,5.6,None
9208,1863943,천안김안과신불당의원,IOLMaster 700,1217345,충남,천안시,"불당33길 22, 4층 (불당동 고은타워)",10/10/2019,10/10/2020,,5.6,None
9208,1962263,아이안과의원,IOLMaster 700,1218160,광주,남구,"서문대로 704, 5 6층 (진월동)",10/10/2019,10/10/2020,10/10/2022,5.6,None
8527,,,HFA3  860,860-17838,,,,10/9/2019,11/10/2020,,5.6,None
8523,863509,성모안과의원,Matrix 800,50000004112,서울,도봉구,"쌍문동 88-106, 2층",10/6/2019,10/6/2020,,5.6,None
9208,529240,명안과의원,IOLMaster 700,1218148,대전,서구,월평동 273,10/3/2019,10/3/2020,,5.7,None
9603,1968501,진영성모안과의원,CLARUS 500,CL500-51539,경남,김해시,"진영읍 여래로 21, 6층",10/3/2019,10/3/2020,,5.7,None
9603,2024848,대전성모안과,CLARUS 500,CL500-51577,대전,서구,"계룡로 599, 601호, 602호(탄방동)",10/3/2019,10/3/2020,,5.7,None
6217,940152,삼성미라클안과의원,OPMI Lumera 700,6634146803,서울,강남구,"테헤란로 115, 7층",10/1/2019,10/1/2020,,5.7,None
8525,829092,누네안과병원,HFA3  840,840-18256,서울,강남구,"테헤란로 408, 11층~19층 (대치동 대치빌딩)",10/1/2019,10/1/2020,7/31/2027,5.7,None
8708,829092,누네안과병원,Cirrus 5000,5000-3296,서울,강남구,"테헤란로 408, 11층~19층 (대치동 대치빌딩)",10/1/2019,10/1/2020,7/31/2027,5.7,None
9603,54291,칼자이스 (주),CLARUS 500,CL500-51537,Seoul,,"법원로 135, 13층 1301호(문정동, 소노타워)",10/1/2019,10/1/2020,10/1/2021,5.7,None
8709,700709,충주성모안과,Cirrus 500,500-34423,충북,충주시,문화동 661,9/30/2019,9/30/2020,,5.7,None
6034,529214,인하대학교의과대학부속병원 (인하대병원),EXTARO 300 for ENT,6034000198,인천,중구,인항로 27(신흥동3가),9/29/2019,9/29/2020,,5.7,None
6222,528716,국민건강보험공단일산병원,OPMI Pentero 800,6641720915,경기,고양시,"일산로 100(1241번지외 1필지 4층, 5층) (백석동, 일산병원)",9/29/2019,9/29/2020,9/29/2022,5.7,None
9707,528564,동아대학교의료원,Slit Lamp SL 220,9707220159,부산,서구,대신공원로 26(동대신동3가),9/29/2019,9/29/2020,9/29/2022,5.7,None
6030,,,OPMI PICO,6627510254,,,,9/26/2019,9/26/2020,,5.7,None
6030,528730,전북대학교병원,OPMI PICO,6627510083,전북,전주시,금암동 634-18,9/26/2019,9/26/2020,,5.7,None
6033,672357,이철희치과의원,EXTARO 300 Dental,6033100093,전북,전주시,"삼천동1가 585-10, 세창@상가",9/26/2019,9/26/2020,,5.7,None
8711,785315,인제대학교 해운대백병원,PLEX Elite 9000,PE9000-0194,부산,해운대구,해운대로 875(좌동),9/26/2019,9/26/2020,9/26/2023,5.6,None
6215,838427,누네빛안과의원,OPMI Lumera / OPMI L,6629185201,부산,부산진구,"부전로 77, 7~13층(부전동)",9/25/2019,10/27/2020,3/9/2027,5.7,None
8708,912632,신세계안과의원,Cirrus 5000,5000-21326,광주,서구,죽봉대로 92(광천동),9/25/2019,9/25/2020,12/31/2025,5.7,Angio
9208,1030429,우리안과의원,IOLMaster 700,1215638,강원,원주시,"시청로 31, 2~5층(무실동)",9/25/2019,9/25/2020,2/14/2029,4.7,None
9603,978880,하늘안과의원,CLARUS 500,CL500-51540,서울,서초구,강남대로 509(반포동),9/25/2019,9/25/2020,6/10/2026,5.7,None
6210,1997213,캠프 험프리스,OPMI SENSERA,6628188256,경기,평택시,팽성읍 함정리 25,9/24/2019,10/26/2020,,4.7,None
6210,1997213,캠프 험프리스,OPMI SENSERA,6628188257,경기,평택시,팽성읍 함정리 25,9/24/2019,10/26/2020,,4.7,None
6210,1997213,캠프 험프리스,OPMI SENSERA,6628188258,경기,평택시,팽성읍 함정리 25,9/24/2019,10/26/2020,,4.7,None
6216,1140680,강남밝은미소안과,OPMI Lumera i,6633126675,서울,강남구,"강남대로 408, 301호, 1301호(역삼동)",9/24/2019,9/24/2020,,5.7,None
6216,997490,신안과의원,OPMI Lumera i,6633126606,대전,동구,대전로 834(정동),9/24/2019,9/24/2020,6/11/2026,5.7,None
6222,528458,(학) 가톨릭대학교부천성모병원,OPMI Pentero 800,6641720912,경기,부천시,소사로 327(소사동),9/24/2019,9/24/2020,9/24/2022,5.7,None
6225,1997213,캠프 험프리스,TIVATO 700,6643101972,경기,평택시,팽성읍 함정리 25,9/24/2019,10/26/2020,,4.7,None
8527,1997213,캠프 험프리스,HFA3  860,860-17095,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,4.7,None
8708,1997213,캠프 험프리스,Cirrus 5000,5000-21137,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,5.7,Angio
9208,417508,(학) 가톨릭대학교서울성모병원,IOLMaster 700,1217332,서울,서초구,반포대로 222 (반포동),9/24/2019,9/24/2020,9/24/2022,5.7,None
9707,1997213,캠프 험프리스,Slit Lamp SL 220,9707200178,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,4.7,None
9707,1997213,캠프 험프리스,Slit Lamp SL 220,9707200188,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,4.7,None
9707,1997213,캠프 험프리스,Slit Lamp SL 220,9707200193,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,4.7,None
9707,1997213,캠프 험프리스,Slit Lamp SL 220,9707200222,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,4.7,None
9707,1997213,캠프 험프리스,Slit Lamp SL 220,9707200242,경기,평택시,팽성읍 함정리 25,9/24/2019,10/27/2020,,4.7,None
6222,528455,(학) 가톨릭학원의정부성모병원,OPMI Pentero 800,6641720911,경기,의정부시,천보로 271(금오동),9/23/2019,9/23/2020,9/23/2022,5.7,None
8527,1991107,성남시의료원,HFA3  860,860-17666,경기,성남시,수정로171번길 10(태평동),9/23/2019,9/23/2020,10/9/2024,5.7,None
8709,701426,부천한결안과의원,Cirrus 500,500-34521,경기,부천시,"길주로 87, 2층 201호",9/22/2019,10/23/2020,,5.5,None
6033,1994839,미래치과의원,EXTARO 300 Dental,6033201270,경기,오산시,"대원로 22, 3층(원동, 두리빌딩)",9/19/2019,9/19/2020,,5.7,None
6033,952369,미르치과병원,EXTARO 300 Dental,6033201195,전남,목포시,백년대로 319(상동),9/18/2019,9/18/2020,,5.7,None
6217,544374,세란안과,OPMI Lumera 700,6634146776,서울,강남구,삼성동 154-11,9/18/2019,9/18/2020,,5.7,None
9208,528958,(재)포항성모병원,IOLMaster 700,1215555,경북,포항시,대잠동길 17(대잠동),9/18/2019,9/18/2020,9/18/2022,5.7,None
9208,543733,압구정성모안과의원,IOLMaster 700,1192403,서울,강남구,"언주로 859, 1,2,3층(신사동)",9/18/2019,9/18/2020,,5.7,None
9208,940152,삼성미라클안과의원,IOLMaster 700,1217335,서울,강남구,"테헤란로 115, 7층",9/18/2019,9/18/2020,,5.7,None
9603,544371,순천향대학교부속부천병원,CLARUS 500,CL500-51505,경기,부천시,조마루로 170(중동),9/18/2019,9/18/2020,9/25/2022,5.7,None
6217,529185,영남대학교의료원,OPMI Lumera 700,6634146771,대구,남구,현충로 170,9/17/2019,9/17/2020,9/17/2022,5.7,None
6223,529025,삼성서울병원,KINEVO 900,6640122329,서울,강남구,일원로81(일원동),9/16/2019,9/16/2020,9/30/2025,5.7,None
6030,1995816,탑이비인후과의원,OPMI PICO,6627510158,광주,광산구,내상로 7,9/9/2019,9/9/2020,,5.7,None
6030,528451,가톨릭대학교 여의도성모병원,OPMI PICO,6627510488,서울,영등포구,63로 10(여의도동),9/9/2019,9/9/2020,,5.7,None
8708,817932,용원성모안과의원,Cirrus 5000,5000-21099,경남,창원시,"용원동 1211-4, 드림빌딩401호~402호",9/9/2019,9/9/2020,,5.7,Angio
6033,652177,미르치과병원,EXTARO 300 Dental,6033201178,대구,중구,"공평로 12, 1층 (삼덕동2가149-18 149-20)",9/8/2019,9/8/2020,,5.7,None
6033,652177,미르치과병원,EXTARO 300 Dental,6033201180,대구,중구,"공평로 12, 1층 (삼덕동2가149-18 149-20)",9/8/2019,9/8/2020,,5.7,None
9503,956360,파티마안과의원,VisuMax,1216233,경남,창원시,"원이대로 320, 401 호 (대원동)",9/5/2019,9/5/2020,9/30/2025,5.7,None
6217,595527,강원대학교병원,OPMI Lumera 700,6634146716,강원,춘천시,백령로 156(효자동),9/4/2019,9/4/2020,9/4/2022,5.7,None
9140,881449,삼성안과의원,VISULAS 532s NH,1217144,경북,청도군,"청도읍 청화로 154, 1동 6층 601호",9/3/2019,9/3/2020,,5.7,None
9208,1862509,연세제일안과,IOLMaster 700,1215605,제주,제주시,"이도이동 1995-3, 2층 202 203호",9/2/2019,9/2/2020,,5.7,None
6033,1144068,센텀오딧세이치과의원,EXTARO 300 Dental,6033201135,부산,해운대구,"해운대로 369, 9,10층(우동, 해운대센텀메디칼센터)",8/29/2019,8/29/2020,2/13/2023,5.7,None
6030,528924,국립과학수사연구소,OPMI PICO,6627510105,강원,원주시,입춘로 10(반곡동),8/28/2019,8/28/2020,,5.8,None
